ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_DUMMY000310,eswatini,46.157269578112995,Yes,No,No,Don't know or N/A,Yes,1773.8482974884676,3321.645997170092,5473.433917075792,0.09085323207082231,Have now,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know or N/A,No,Yes,No,No,Yes,Yes,Never had,Have now,Never had,No,115.53724284888311,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Low
ID_DUMMY000311,lesotho,28.774735575464856,No,Yes,Yes,No,Don't know or N/A,26159.40949120164,490.80889312732694,7742.686790520162,10.308158987072083,Have now,Have now,,No,Female,No,Yes,Have now,"Yes, always",Yes,Don't know or N/A,No,No,No,Yes,Yes,Have now,Used to have but don't have now,Never had,Yes,13.509646849432443,Never had,Have now,No,Used to have but don't have now,Never had,Medium
ID_DUMMY000312,zimbabwe,44.40744776081609,No,No,Yes,No,Yes,117755.69237412699,784.3073930220141,964.1334966137215,0.0624080423751401,Never had,Used to have but don't have now,No,No,Female,"Yes, always",No,Never had,No,Yes,No,Yes,Yes,Don't know,No,No,Have now,Used to have but don't have now,Have now,Yes,56.252155855740696,Have now,Never had,Yes,Have now,Never had,Medium
ID_DUMMY000313,zimbabwe,49.5993028233046,No,No,No,No,Yes,117.61055479871342,225.760876667508,264.53001977116895,6.797156114135131,Never had,Used to have but don't have now,,Yes,Female,"Yes, always",No,Have now,"Yes, always",Yes,Yes,Yes,Yes,No,Yes,No,Never had,Never had,Used to have but don't have now,Yes,5.777140317402414,Used to have but don't have now,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000314,zimbabwe,51.40369110368291,Yes,Yes,Yes,No,Don't know or N/A,91237.99901610863,937.6025815642455,1334.2450406605756,7.91345117931367,Never had,Used to have but don't have now,,Yes,Female,No,No,Have now,"Yes, always",Don't know or N/A,Yes,Yes,No,Yes,Yes,No,Never had,Never had,Never had,Yes,4.160432007177999,Have now,Never had,Yes,Have now,Never had,High
ID_DUMMY000315,eswatini,40.84062595735818,Yes,Yes,Yes,Don't know or N/A,Yes,30447.421970925123,272.8631257873019,2776.8269472393545,0.4927923153723075,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, always",Don't know or N/A,No,No,Yes,Yes,Yes,Yes,Have now,Have now,Never had,Yes,109.15521833239109,Have now,Used to have but don't have now,No,Never had,Have now,Low
ID_DUMMY000316,zimbabwe,51.70237155738916,No,Yes,Yes,Don't know or N/A,No,8120.835645594652,1457.3462515864376,10958.634536128551,3.6433158815578937,Used to have but don't have now,Used to have but don't have now,No,Yes,Male,"Yes, always",No,Have now,No,No,Yes,Yes,No,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Never had,No,51.65128923851882,Never had,Used to have but don't have now,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000317,eswatini,32.151091802470916,No,Yes,No,No,Don't know or N/A,76.61050484305106,2360.913499743421,21430.820630966828,11.15240552814668,Used to have but don't have now,Used to have but don't have now,Yes,Yes,Male,"Yes, always",Yes,Have now,"Yes, always",Don't know or N/A,No,Yes,Yes,Yes,Yes,No,Have now,Have now,Never had,Yes,53.205601725502525,Have now,Never had,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000318,lesotho,59.347339095863745,Don't know or N/A,No,Yes,No,No,41350.04989774736,12835.20152073198,6876.255224162354,1.3553275985830637,Used to have but don't have now,Never had,,No,Female,"Yes, always",Yes,Used to have but don't have now,"Yes, sometimes",No,Yes,Yes,Yes,Don't know,Yes,Yes,Used to have but don't have now,Have now,Used to have but don't have now,No,61.483653305494876,Never had,Have now,Yes,Never had,Have now,Medium
ID_DUMMY000319,eswatini,37.04725014244062,Yes,Yes,Yes,Yes,Yes,551.9772376952947,28464.531323692103,1317.3870387121465,15.032050656159715,Never had,Never had,,Yes,Male,No,Yes,Have now,No,No,No,Yes,Yes,Yes,No,Yes,Used to have but don't have now,Never had,Have now,No,72.07812798580271,Used to have but don't have now,Have now,Yes,Have now,Have now,Medium
ID_DUMMY000320,eswatini,40.52322935646944,No,No,No,Yes,No,88441.98513680157,430.96460225763764,2566.4872635871743,1.4677736194256954,Have now,Have now,,No,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Yes,No,Yes,Yes,No,No,No,Have now,Have now,Have now,No,43.422371184616644,Used to have but don't have now,Used to have but don't have now,No,Never had,Have now,Medium
ID_DUMMY000321,zimbabwe,32.65877090913658,Don't know or N/A,No,Yes,Yes,Yes,2768.1275777503765,575.9648665277916,519.9029898689558,17.794994496157955,Never had,Never had,,No,Female,"Yes, sometimes",No,Have now,No,No,No,No,No,Don't know,Yes,No,Never had,Never had,Have now,Yes,39.76164085236609,Never had,Have now,No,Used to have but don't have now,Have now,Low
ID_DUMMY000322,lesotho,23.124190435937994,Don't know or N/A,No,Yes,Don't know or N/A,No,2524.4761497566324,114.76877348950943,7101.779991531686,1.159613492746251,Have now,Used to have but don't have now,Yes,Yes,Female,"Yes, always",No,Used to have but don't have now,No,Don't know or N/A,Yes,Yes,No,Don't know,No,Yes,Have now,Never had,Used to have but don't have now,Yes,61.98871541351749,Never had,Never had,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000323,lesotho,36.28949107540164,No,Yes,Yes,No,Yes,662.2791798193284,1770.047684550095,20187.336943730843,3.594045504940313,Have now,Have now,,No,Female,No,No,Used to have but don't have now,"Yes, sometimes",Don't know or N/A,Yes,Yes,No,Yes,No,Yes,Used to have but don't have now,Have now,Used to have but don't have now,No,35.21865878497459,Never had,Never had,No,Never had,Never had,Medium
ID_DUMMY000324,eswatini,38.078406453200316,Don't know or N/A,No,No,Don't know or N/A,No,11414.961119857466,1509.8943226449092,467.0588201129513,0.6042797243533146,Used to have but don't have now,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,Don't know or N/A,Yes,No,Don't know,Yes,Yes,Never had,Never had,Used to have but don't have now,Yes,41.42677713620305,Never had,Have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000325,eswatini,52.91208566318318,Don't know or N/A,Yes,Yes,No,Yes,3110.7629522198554,18992.245222110072,1621.0194738351413,24.68007870989055,Have now,Never had,No,Yes,Female,"Yes, always",Yes,Have now,"Yes, sometimes",Don't know or N/A,Yes,Yes,Yes,No,Yes,Yes,Never had,Never had,Used to have but don't have now,Yes,15.778694387757795,Have now,Used to have but don't have now,No,Have now,Have now,Medium
ID_DUMMY000326,malawi,31.499118797074445,Don't know or N/A,No,No,No,Don't know or N/A,144.39768793128567,73.35351949277091,104.43400100910621,11.908736913559572,Have now,Have now,Yes,No,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Yes,Yes,No,No,Don't know,Yes,Yes,Used to have but don't have now,Never had,Used to have but don't have now,No,85.68391733602277,Used to have but don't have now,Never had,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000327,lesotho,21.025711575614398,Don't know or N/A,No,Yes,Yes,Don't know or N/A,17855.67436258298,531.3433500136516,2354.838488154472,1.4893841161123782,Have now,Never had,,No,Male,No,No,Used to have but don't have now,"Yes, sometimes",Yes,Don't know or N/A,No,No,Don't know,Yes,No,Have now,Have now,Used to have but don't have now,Yes,7.142964041732602,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000328,zimbabwe,59.34664753906509,Don't know or N/A,Yes,Yes,No,Yes,17920.106538339085,733.0427543914616,363.52715347501606,3.0462044288539465,Have now,Used to have but don't have now,,No,Male,"Yes, sometimes",Yes,Have now,No,Don't know or N/A,Yes,Yes,Yes,Yes,Yes,Yes,Have now,Used to have but don't have now,Never had,Yes,44.28636261130999,Have now,Have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000329,malawi,37.46643713406767,Don't know or N/A,No,Yes,Don't know or N/A,Yes,413.9068488363487,900.648040630829,2076.2805800621218,0.41788647782379895,Used to have but don't have now,Used to have but don't have now,,No,Male,No,No,Never had,No,Don't know or N/A,Yes,No,No,Don't know,No,No,Never had,Never had,Have now,Yes,42.572555020318106,Have now,Never had,Yes,Never had,Have now,Low
ID_DUMMY000330,zimbabwe,42.02385606360073,Don't know or N/A,Yes,No,Yes,No,7214.739023241118,213.66329408955465,22918.00862993247,4.502834892867231,Have now,Used to have but don't have now,,Yes,Female,"Yes, always",Yes,Have now,"Yes, sometimes",No,No,Yes,Yes,Yes,No,Yes,Used to have but don't have now,Have now,Have now,Yes,1.2157420833292054,Have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000331,zimbabwe,48.49857307907868,Don't know or N/A,No,Yes,Don't know or N/A,Don't know or N/A,4752.529409342399,4581.148229737817,3031.5323518904434,6.436283964535804,Used to have but don't have now,Never had,,No,Female,No,Yes,Have now,No,Don't know or N/A,No,Yes,No,No,No,Yes,Have now,Never had,Used to have but don't have now,Yes,14.46700996844283,Used to have but don't have now,Never had,Yes,Never had,Have now,Medium
ID_DUMMY000332,lesotho,26.27528551215206,No,Yes,Yes,Don't know or N/A,No,3703.817826155035,1043.3114435607656,1243.1324678487247,1.7480760959518882,Have now,Have now,,No,Female,"Yes, sometimes",No,Never had,No,Don't know or N/A,No,No,Yes,Don't know,No,Yes,Never had,Have now,Used to have but don't have now,Yes,58.320059255712366,Used to have but don't have now,Have now,No,Used to have but don't have now,Never had,Low
ID_DUMMY000333,zimbabwe,33.41530110710846,No,No,No,Yes,Yes,3589.2186167201894,1393.7936986328514,284.34399248171763,2.1016300809552897,Never had,Used to have but don't have now,Yes,Yes,Female,No,Yes,Used to have but don't have now,"Yes, always",No,No,Yes,Yes,Yes,No,No,Never had,Never had,Never had,No,87.50081850593376,Used to have but don't have now,Have now,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_DUMMY000334,lesotho,51.63348640632084,Yes,Yes,Yes,Yes,No,7005.064901431349,415.9890905318326,44159.33432596706,5.588465205528075,Have now,Have now,,Yes,Female,No,Yes,Have now,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Have now,Yes,33.045740910650224,Never had,Used to have but don't have now,No,Have now,Used to have but don't have now,Medium
ID_DUMMY000335,eswatini,52.00698781651574,Don't know or N/A,Yes,No,No,Don't know or N/A,779.5833278189667,8854.64934787648,1152.7622222523707,8.641737171109364,Used to have but don't have now,Have now,No,Yes,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,Yes,No,Yes,No,Don't know,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Yes,102.90748051935405,Never had,Used to have but don't have now,Yes,Never had,Used to have but don't have now,Medium
ID_DUMMY000336,zimbabwe,38.388295102353425,Yes,No,No,Yes,Yes,15087.41974850006,3605.562536034337,77.68346648428373,2.31949091486295,Never had,Used to have but don't have now,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,Don't know or N/A,No,No,Don't know,Yes,No,Used to have but don't have now,Never had,Never had,No,72.12890001602796,Never had,Used to have but don't have now,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000337,lesotho,52.39055445209989,Yes,No,No,Don't know or N/A,No,28379.157777566757,213.48153774712065,863.1032128578701,2.815240067989305,Used to have but don't have now,Used to have but don't have now,,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,No,Have now,Never had,Used to have but don't have now,No,17.111297289829047,Never had,Used to have but don't have now,No,Have now,Have now,Low
ID_DUMMY000338,zimbabwe,36.3035885897711,No,No,Yes,No,Don't know or N/A,14176.218194330733,7828.006189315901,22297.522651630556,2.082156335553708,Have now,Used to have but don't have now,Yes,Yes,Male,No,No,Used to have but don't have now,No,Don't know or N/A,Yes,No,Yes,No,Yes,No,Have now,Have now,Never had,Yes,8.60542666171812,Never had,Have now,Yes,Used to have but don't have now,Never had,Low
ID_DUMMY000339,lesotho,19.798741693348596,Yes,No,Yes,No,No,594.8206116175004,4662.361925343317,33125.1828206355,2.2674534327944587,Have now,Never had,Yes,No,Male,"Yes, always",No,Never had,"Yes, sometimes",Yes,Yes,Yes,No,Don't know,No,Yes,Used to have but don't have now,Have now,Used to have but don't have now,No,26.14710651059881,Used to have but don't have now,Have now,Yes,Never had,Never had,Medium
ID_DUMMY000340,malawi,39.68313091649288,No,Yes,No,Don't know or N/A,Don't know or N/A,5220.363516557315,325.57560891169425,3878.9116086646427,3.323670411344603,Used to have but don't have now,Used to have but don't have now,,No,Female,No,Yes,Have now,"Yes, always",Don't know or N/A,Don't know or N/A,Yes,Yes,Yes,No,No,Never had,Used to have but don't have now,Used to have but don't have now,No,3.3044063843358584,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000341,zimbabwe,46.55541097604439,No,No,No,Don't know or N/A,No,3019.493978742304,569.877351124769,1484.3056304100032,0.15722522362918268,Have now,Have now,,Yes,Female,No,Yes,Have now,"Yes, sometimes",No,Yes,Yes,Yes,Don't know,Yes,Yes,Never had,Used to have but don't have now,Never had,Yes,46.55841119362434,Used to have but don't have now,Have now,No,Never had,Have now,Medium
ID_DUMMY000342,zimbabwe,36.89444724799477,No,No,Yes,No,Yes,72932.84323374354,2543.710629976095,1062.2402789194703,0.6172771174893266,Used to have but don't have now,Never had,,Yes,Female,No,No,Never had,No,Don't know or N/A,Don't know or N/A,Yes,No,Yes,Yes,Yes,Never had,Have now,Never had,No,114.7102594746383,Never had,Have now,No,Have now,Never had,Medium
ID_DUMMY000343,malawi,48.36345285412882,Yes,No,Yes,Don't know or N/A,Yes,1528.9874845118075,6372.116515315605,3516.9729666221565,20.679947980001412,Have now,Have now,No,No,Female,"Yes, always",Yes,Used to have but don't have now,No,Don't know or N/A,No,Yes,No,Don't know,Yes,No,Used to have but don't have now,Have now,Never had,No,34.60865253824949,Never had,Used to have but don't have now,No,Have now,Have now,Medium
ID_DUMMY000344,malawi,38.71237427194925,Yes,Yes,No,Don't know or N/A,Yes,7298.5709786219995,103.92669261516592,237.89242030640332,3.897967484469401,Have now,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know or N/A,Yes,No,Yes,No,Yes,Yes,Used to have but don't have now,Have now,Never had,No,18.49740518141845,Have now,Have now,No,Have now,Have now,Low
ID_DUMMY000345,zimbabwe,60.7901799938211,Don't know or N/A,No,Yes,No,Don't know or N/A,258486.8994110007,2855.7124972438232,4453.83167352718,2.9030346577253274,Have now,Never had,Yes,No,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",Yes,Yes,No,Yes,Yes,No,No,Used to have but don't have now,Have now,Never had,Yes,36.27998992217925,Used to have but don't have now,Never had,No,Used to have but don't have now,Have now,Medium
ID_DUMMY000346,eswatini,30.546594977101133,No,No,No,Don't know or N/A,Don't know or N/A,861.1810865397998,852.168495649124,772.9674663187908,1.5752505335258449,Never had,Have now,No,No,Male,"Yes, always",Yes,Never had,"Yes, always",Yes,No,Yes,Yes,Yes,No,No,Used to have but don't have now,Used to have but don't have now,Never had,No,115.97008630396888,Have now,Have now,No,Have now,Never had,Medium
ID_DUMMY000347,lesotho,16.248402275490548,Yes,Yes,Yes,Yes,No,13304.00653708569,219.3975676461689,2781.2183203120244,2.935328367214515,Never had,Have now,,Yes,Female,"Yes, always",No,Used to have but don't have now,"Yes, always",Don't know or N/A,Don't know or N/A,Yes,Yes,Don't know,Yes,Yes,Never had,Never had,Have now,Yes,75.14811857052766,Have now,Never had,Yes,Have now,Never had,Medium
ID_DUMMY000348,zimbabwe,9.636549727044041,Yes,Yes,No,No,Don't know or N/A,1682.4251215341624,5718.372137351141,61391.423231643064,4.846618216599771,Have now,Used to have but don't have now,,Yes,Male,"Yes, sometimes",No,Have now,"Yes, always",Don't know or N/A,No,Yes,No,Yes,No,No,Have now,Have now,Used to have but don't have now,No,24.15745293869199,Never had,Have now,Yes,Never had,Never had,High
ID_DUMMY000349,eswatini,34.41627451863936,Yes,No,Yes,No,No,2411.738875445473,57902.452520182844,120.86248466001864,1.2922330272947287,Have now,Used to have but don't have now,Yes,No,Male,"Yes, sometimes",No,Have now,"Yes, sometimes",No,Yes,Yes,Yes,Don't know,Yes,No,Have now,Used to have but don't have now,Have now,No,115.68346165986165,Never had,Used to have but don't have now,No,Never had,Used to have but don't have now,Medium
ID_DUMMY000350,lesotho,43.04487593793488,Yes,Yes,Yes,Don't know or N/A,Don't know or N/A,7596.070427390141,5589.692118321646,2156.7757480626433,0.7000608453811547,Used to have but don't have now,Never had,Yes,Yes,Male,No,No,Never had,"Yes, always",Don't know or N/A,Don't know or N/A,No,No,Don't know,No,Yes,Used to have but don't have now,Used to have but don't have now,Never had,Yes,94.8611753129862,Never had,Never had,No,Used to have but don't have now,Used to have but don't have now,Low
ID_DUMMY000351,malawi,43.22952329494129,Don't know or N/A,No,No,No,Don't know or N/A,1500.5927099431703,2785.9879657438814,929.5507408936915,14.415777731750818,Used to have but don't have now,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Don't know or N/A,Yes,No,Yes,Yes,Yes,Used to have but don't have now,Have now,Have now,Yes,17.855516328613877,Never had,Have now,No,Used to have but don't have now,Have now,Medium
